# Description: Detailed error analysis for the Hybrid (ARIMA-LSTM) model on the test set.
# Includes raw error, percentage error, and directional accuracy.
Date,Actual,Predicted,Raw_Error,Percentage_Error,Actual_Direction,Predicted_Direction,Directional_Accuracy
2022-08-26,0.0598553353631124,0.04227424299748211,-0.01758109236563029,-29.372640315144157,Down,Down,1
2022-08-26,0.0598553353631124,0.04227424299748211,-0.01758109236563029,-29.372640315144157,Down,Down,1
2022-08-29,0.0591734493392122,0.04227424299748211,-0.016899206341730096,-28.558765004310093,Down,Down,1
2022-08-29,0.0591734493392122,0.04227424299748211,-0.016899206341730096,-28.558765004310093,Down,Down,1
2022-08-30,0.0576887271764315,0.04227424299748211,-0.01541448417894939,-26.72009755355968,Down,Down,1
2022-08-30,0.0576887271764315,0.04227424299748211,-0.01541448417894939,-26.72009755355968,Down,Down,1
2022-08-31,0.0572528969346901,0.04227424299748211,-0.014978653937207993,-26.162263813994496,Down,Down,1
2022-08-31,0.0572528969346901,0.04227424299748211,-0.014978653937207993,-26.162263813994496,Up,Down,0
2022-09-01,0.0575761199847775,0.04227424299748211,-0.01530187698729539,-26.57677695430161,Down,Down,1
2022-09-01,0.0575761199847775,0.04227424299748211,-0.01530187698729539,-26.57677695430161,Down,Down,1
2022-09-02,0.0561268441095082,0.04227424299748211,-0.013852601112026096,-24.68088368731102,Down,Down,1
2022-09-02,0.0561268441095082,0.04227424299748211,-0.013852601112026096,-24.68088368731102,Up,Down,0
2022-09-06,0.0570047538307532,0.04227424299748211,-0.014730510833271093,-25.840846321354004,Down,Down,1
2022-09-06,0.0570047538307532,0.04227424299748211,-0.014730510833271093,-25.840846321354004,Up,Down,0
2022-09-07,0.0589398983963639,0.04227424299748211,-0.01666565539888179,-28.275677176786452,Down,Down,1
2022-09-07,0.0589398983963639,0.04227424299748211,-0.01666565539888179,-28.275677176786452,Up,Down,0
2022-09-08,0.060099316551065,0.04227424299748211,-0.01782507355358289,-29.659361497792307,Down,Down,1
2022-09-08,0.060099316551065,0.04227424299748211,-0.01782507355358289,-29.659361497792307,Up,Down,0
2022-09-09,0.0622721803392942,0.04227424299748211,-0.019997937341812093,-32.1137580743953,Down,Down,1
2022-09-09,0.0622721803392942,0.04227424299748211,-0.019997937341812093,-32.1137580743953,Up,Down,0
2022-09-12,0.0632606099304152,0.04227424299748211,-0.02098636693293309,-33.17446189029394,Down,Down,1
2022-09-12,0.0632606099304152,0.04227424299748211,-0.02098636693293309,-33.17446189029394,Down,Down,1
2022-09-13,0.0606977924330603,0.04227424299748211,-0.018423549435578196,-30.352915150738546,Down,Down,1
2022-09-13,0.0606977924330603,0.04227424299748211,-0.018423549435578196,-30.352915150738546,Up,Down,0
2022-09-14,0.0628831674243859,0.04227424299748211,-0.020608924426903798,-32.77335616353148,Down,Down,1
2022-09-14,0.0628831674243859,0.04227424299748211,-0.020608924426903798,-32.77335616353148,Up,Down,0
2022-09-15,0.0631208930107903,0.04227424299748211,-0.02084665001330819,-33.0265448078254,Down,Down,1
2022-09-15,0.0631208930107903,0.04227424299748211,-0.02084665001330819,-33.0265448078254,Down,Down,1
2022-09-16,0.0630374828688853,0.04227424299748211,-0.020763239871403195,-32.937926653241625,Down,Down,1
2022-09-16,0.0630374828688853,0.04227424299748211,-0.020763239871403195,-32.937926653241625,Up,Down,0
2022-09-19,0.0642302663531056,0.04227424299748211,-0.021956023355623487,-34.18329800303233,Down,Down,1
2022-09-19,0.0642302663531056,0.04227424299748211,-0.021956023355623487,-34.18329800303233,Down,Down,1
2022-09-20,0.0641593674142971,0.04227424299748211,-0.021885124416814998,-34.11056763620486,Down,Down,1
2022-09-20,0.0641593674142971,0.04227424299748211,-0.021885124416814998,-34.11056763620486,Down,Down,1
2022-09-21,0.0625057312821425,0.04227424299748211,-0.02023148828466039,-32.36741314702513,Down,Down,1
2022-09-21,0.0625057312821425,0.04227424299748211,-0.02023148828466039,-32.36741314702513,Down,Down,1
2022-09-22,0.0599595996314401,0.04227424299748211,-0.01768535663395799,-29.495454844039003,Down,Down,1
2022-09-22,0.0599595996314401,0.04227424299748211,-0.01768535663395799,-29.495454844039003,Down,Down,1
2022-09-23,0.057194509198978,0.04227424299748211,-0.014920266201495891,-26.086885630207483,Down,Down,1
2022-09-23,0.057194509198978,0.04227424299748211,-0.014920266201495891,-26.086885630207483,Up,Down,0
2022-09-26,0.057336313440381,0.04227424299748211,-0.015062070442898895,-26.26968763619694,Down,Down,1
2022-09-26,0.057336313440381,0.04227424299748211,-0.015062070442898895,-26.26968763619694,Up,Down,0
2022-09-27,0.0587814146720943,0.04227424299748211,-0.016507171674612194,-28.082297383783033,Down,Down,1
2022-09-27,0.0587814146720943,0.04227424299748211,-0.016507171674612194,-28.082297383783033,Up,Down,0
2022-09-28,0.0597969476274003,0.04227424299748211,-0.017522704629918194,-29.30367740357519,Down,Down,1
2022-09-28,0.0597969476274003,0.04227424299748211,-0.017522704629918194,-29.30367740357519,Down,Down,1
2022-09-29,0.0557097870361974,0.04227424299748211,-0.013435544038715296,-24.117026385302026,Down,Down,1
2022-09-29,0.0557097870361974,0.04227424299748211,-0.013435544038715296,-24.117026385302026,Down,Down,1
2022-09-30,0.0550925443495574,0.04227424299748211,-0.01281830135207529,-23.26685308041735,Down,Down,1
2022-09-30,0.0550925443495574,0.04227424299748211,-0.01281830135207529,-23.26685308041735,Down,Down,1
2022-10-03,0.0503276660142244,0.04227424299748211,-0.008053423016742292,-16.001979933792494,Down,Down,1
2022-10-03,0.0503276660142244,0.04227424299748211,-0.008053423016742292,-16.001979933792494,Up,Down,0
2022-10-04,0.0517957086941385,0.04227424299748211,-0.009521465696656392,-18.38273080282015,Down,Down,1
2022-10-04,0.0517957086941385,0.04227424299748211,-0.009521465696656392,-18.38273080282015,Down,Down,1
2022-10-05,0.0499961064045966,0.04227424299748211,-0.00772186340711449,-15.444929540362265,Down,Down,1
2022-10-05,0.0499961064045966,0.04227424299748211,-0.00772186340711449,-15.444929540362265,Down,Down,1
2022-10-06,0.0494372514536688,0.04227424299748211,-0.007163008456186691,-14.489091212725816,Down,Down,1
2022-10-06,0.0494372514536688,0.04227424299748211,-0.007163008456186691,-14.489091212725816,Down,Down,1
2022-10-07,0.0462968122007413,0.04227424299748211,-0.004022569203259191,-8.688652656726076,Down,Down,1
2022-10-07,0.0462968122007413,0.04227424299748211,-0.004022569203259191,-8.688652656726076,Down,Down,1
2022-10-10,0.0462738739344335,0.04227424299748211,-0.0039996309369513955,-8.643389016053774,Down,Down,1
2022-10-10,0.0462738739344335,0.04227424299748211,-0.0039996309369513955,-8.643389016053774,Down,Down,1
2022-10-11,0.0449267781876068,0.04227424299748211,-0.0026525351901246913,-5.904129557316892,Down,Down,1
2022-10-11,0.0449267781876068,0.04227424299748211,-0.0026525351901246913,-5.904129557316892,Up,Down,0
2022-10-12,0.0450810904502132,0.04227424299748211,-0.00280684745273109,-6.22621907478242,Down,Down,1
2022-10-12,0.0450810904502132,0.04227424299748211,-0.00280684745273109,-6.22621907478242,Up,Down,0
2022-10-13,0.0460152974034994,0.04227424299748211,-0.00374105440601729,-8.130023312057935,Down,Down,1
2022-10-13,0.0460152974034994,0.04227424299748211,-0.00374105440601729,-8.130023312057935,Down,Down,1
2022-10-14,0.0425266158761846,0.04227424299748211,-0.0002523728787024934,-0.5934468885021842,Down,Down,1
2022-10-14,0.0425266158761846,0.04227424299748211,-0.0002523728787024934,-0.5934468885021842,Up,Down,0
2022-10-17,0.0455210857898318,0.04227424299748211,-0.0032468427923496926,-7.132612801329424,Down,Down,1
2022-10-17,0.0455210857898318,0.04227424299748211,-0.0032468427923496926,-7.132612801329424,Up,Down,0
2022-10-18,0.0456962489969681,0.04227424299748211,-0.0034220059994859928,-7.48859277205234,Down,Down,1
2022-10-18,0.0456962489969681,0.04227424299748211,-0.0034220059994859928,-7.48859277205234,Up,Down,0
2022-10-19,0.0460820248806448,0.04227424299748211,-0.003807781883162692,-8.263052444038808,Down,Down,1
2022-10-19,0.0460820248806448,0.04227424299748211,-0.003807781883162692,-8.263052444038808,Down,Down,1
2022-10-20,0.0430041448250925,0.04227424299748211,-0.000729901827610395,-1.697282507486358,Down,Down,1
2022-10-20,0.0430041448250925,0.04227424299748211,-0.000729901827610395,-1.697282507486358,Up,Down,0
2022-10-21,0.0444972099111995,0.04227424299748211,-0.0022229669137173932,-4.99574449308988,Down,Down,1
2022-10-21,0.0444972099111995,0.04227424299748211,-0.0022229669137173932,-4.99574449308988,Down,Down,1
2022-10-24,0.0438320033701659,0.04227424299748211,-0.0015577603726837919,-3.5539337764882455,Down,Down,1
2022-10-24,0.0438320033701659,0.04227424299748211,-0.0015577603726837919,-3.5539337764882455,Up,Down,0
2022-10-25,0.0461612667427796,0.04227424299748211,-0.0038870237452974937,-8.42053093334032,Down,Down,1
2022-10-25,0.0461612667427796,0.04227424299748211,-0.0038870237452974937,-8.42053093334032,Up,Down,0
2022-10-26,0.046624200348706,0.04227424299748211,-0.004349957351223892,-9.329827254280447,Down,Down,1
2022-10-26,0.046624200348706,0.04227424299748211,-0.004349957351223892,-9.329827254280447,Up,Down,0
2022-10-27,0.0467180375538223,0.04227424299748211,-0.00444379455634019,-9.511946111222334,Down,Down,1
2022-10-27,0.0467180375538223,0.04227424299748211,-0.00444379455634019,-9.511946111222334,Up,Down,0
2022-10-28,0.0474332920891347,0.04227424299748211,-0.005159049091652594,-10.876430592162821,Down,Down,1
2022-10-28,0.0474332920891347,0.04227424299748211,-0.005159049091652594,-10.876430592162821,Down,Down,1
2022-10-31,0.0472289318322495,0.04227424299748211,-0.004954688834767393,-10.490791645184244,Down,Down,1
2022-10-31,0.0472289318322495,0.04227424299748211,-0.004954688834767393,-10.490791645184244,Up,Down,0
2022-11-01,0.0472873227498545,0.04227424299748211,-0.00501307975237239,-10.601318621676072,Down,Down,1
2022-11-01,0.0472873227498545,0.04227424299748211,-0.00501307975237239,-10.601318621676072,Down,Down,1
2022-11-02,0.0446098139209605,0.04227424299748211,-0.002335570923478393,-5.23555405906097,Down,Down,1
2022-11-02,0.0446098139209605,0.04227424299748211,-0.002335570923478393,-5.23555405906097,Up,Down,0
2022-11-03,0.044678628719884,0.04227424299748211,-0.0024043857224018902,-5.381511902427369,Down,Down,1
2022-11-03,0.044678628719884,0.04227424299748211,-0.0024043857224018902,-5.381511902427369,Down,Down,1
2022-11-04,0.0430437657561599,0.04227424299748211,-0.0007695227586777958,-1.7877682055912385,Down,Down,1
2022-11-04,0.0430437657561599,0.04227424299748211,-0.0007695227586777958,-1.7877682055912385,Down,Down,1
2022-11-07,0.0408771543875861,0.04227424299748211,0.0013970886098960064,3.417773646005764,Down,Down,1
2022-11-07,0.0408771543875861,0.04227424299748211,0.0013970886098960064,3.417773646005764,Down,Down,1
2022-11-08,0.0396718597002693,0.04227424299748211,0.0026023832972128097,6.559771376674697,Down,Down,1
2022-11-08,0.0396718597002693,0.04227424299748211,0.0026023832972128097,6.559771376674697,Down,Down,1
2022-11-09,0.0368129320626909,0.04227424299748211,0.005461310934791207,14.835305499412055,Down,Down,1
