Date,Interest_Rate_Federal_Funds,GDP_Real,CPI_All_Items,GDP_Growth_Rate_YoY,Inflation_Rate_CPI_YoY
1976-05-01,5.29,,56.4,0.7333740376798126,6.214689265536721
1976-06-01,5.48,,56.7,0.7333740376798126,5.981308411214958
1976-07-01,5.31,6404.895,57.0,1.284796167529234,5.555555555555558
1976-08-01,5.29,,57.3,0.5474075847426096,5.719557195571956
1976-09-01,5.25,,57.6,0.5474075847426096,5.494505494505497
1976-10-01,5.02,6451.177,57.9,1.2739667426737045,5.464480874316946
1976-11-01,4.95,,58.1,0.7226035711748402,5.063291139240511
1976-12-01,4.65,,58.4,0.7226035711748402,5.035971223021574
1977-01-01,4.61,6527.703,58.7,1.9174084821062642,5.197132616487465
1977-02-01,4.68,,59.3,1.1862331478426524,6.082289803220031
1977-03-01,4.69,,59.6,1.1862331478426524,6.428571428571428
1977-04-01,4.73,6654.466,60.0,3.1511924103152067,6.951871657754016
1977-05-01,5.35,,60.2,1.9419235219494402,6.737588652482285
1977-06-01,5.39,,60.5,1.9419235219494402,6.701940035273357
1977-07-01,5.42,6774.457,60.8,3.780104578900101,6.666666666666665
1977-08-01,5.9,,61.1,1.8031649722156429,6.631762652705064
1977-09-01,6.14,,61.3,1.8031649722156429,6.423611111111094
1977-10-01,6.47,6774.592,61.6,1.8051936849628358,6.390328151986191
1977-11-01,6.51,,62.0,0.001992779642701059,6.712564543889843
1977-12-01,6.56,,62.3,0.001992779642701059,6.67808219178081
1978-01-01,6.7,6796.26,62.7,0.3218412929626657,6.814310051107331
1978-02-01,6.78,,63.0,0.319842139570925,6.2394603709949426
1978-03-01,6.79,,63.4,0.319842139570925,6.375838926174482
1978-04-01,6.89,7058.92,63.9,4.1969759950119645,6.499999999999995
1978-05-01,7.36,,64.5,3.864772683799611,7.14285714285714
1978-06-01,7.6,,65.0,3.864772683799611,7.438016528925617
1978-07-01,7.81,7129.915,65.5,4.909391341708513,7.7302631578947345
1978-08-01,8.04,,65.9,1.0057487547670219,7.855973813420625
1978-09-01,8.45,,66.5,1.0057487547670219,8.482871125611746
1978-10-01,8.96,7225.75,67.1,2.363392700299771,8.92857142857142
1978-11-01,9.76,,67.5,1.3441254208500286,8.870967741935477
1978-12-01,10.03,,67.9,1.3441254208500286,8.988764044943842
1979-01-01,10.07,7238.727,68.5,1.5261332007464379,9.250398724082931
1979-02-01,10.06,,69.2,0.17959381379095696,9.84126984126985
1979-03-01,10.09,,69.9,0.17959381379095696,10.252365930599371
1979-04-01,10.01,7246.454,70.6,0.2865308099505137,10.485133020344284
1979-05-01,10.24,,71.4,0.10674528822540719,10.697674418604652
1979-06-01,10.29,,72.2,0.10674528822540719,11.076923076923073
1979-07-01,10.47,7300.281,73.0,0.8503428848746442,11.45038167938932
1979-08-01,10.94,,73.7,0.7428046876444716,11.836115326251884
1979-09-01,11.43,,74.4,0.7428046876444716,11.879699248120312
1979-10-01,13.77,7318.535,75.2,0.9947072043788641,12.071535022354718
1979-11-01,13.18,,76.0,0.2500451694941619,12.592592592592599
1979-12-01,13.78,,76.9,0.2500451694941619,13.254786450662737
1980-01-01,13.82,7341.557,78.0,0.5654028933954613,13.868613138686126
1980-02-01,14.13,,79.0,0.31457115392630186,14.161849710982644
1980-03-01,17.19,,80.1,0.31457115392630186,14.592274678111572
1980-04-01,17.61,7190.289,80.9,-1.7523452439593412,14.589235127478762
1980-05-01,10.98,,81.7,-2.0604348641575676,14.425770308123242
1980-06-01,9.47,,82.5,-2.0604348641575676,14.265927977839322
1980-07-01,9.03,7181.743,82.6,-2.176840689243431,13.15068493150684
1980-08-01,9.61,,83.2,-0.11885474978821087,12.890094979647216
1980-09-01,10.87,,83.9,-0.11885474978821087,12.768817204301076
1980-10-01,12.81,7315.677,84.7,1.7438520204125396,12.632978723404253
1980-11-01,15.85,,85.6,1.8649233201466497,12.631578947368416
1980-12-01,18.9,,86.4,1.8649233201466497,12.353706111833551
1981-01-01,19.08,7459.022,87.2,3.8608872525792037,11.794871794871797
1981-02-01,15.93,,88.0,1.9594222106853687,11.392405063291132
1981-03-01,14.7,,88.6,1.9594222106853687,10.611735330836458
1981-04-01,15.72,7403.745,89.1,1.2038257019822085,10.135970333745359
1981-05-01,18.52,,89.7,-0.7410757067079277,9.79192166462668
1981-06-01,19.1,,90.5,-0.7410757067079277,9.696969696969692
1981-07-01,19.04,7492.405,91.5,0.4475519712906051,10.774818401937058
1981-08-01,17.82,,92.2,1.197502074963408,10.817307692307686
1981-09-01,15.87,,93.1,1.197502074963408,10.96543504171632
1981-10-01,15.08,7410.768,93.4,0.0948573998699409,10.271546635182993
1981-11-01,13.31,,93.8,-1.0895967316235544,9.579439252336464
1981-12-01,12.37,,94.1,-1.0895967316235544,8.912037037037024
1982-01-01,13.22,7295.631,94.4,-2.6263129128764273,8.25688073394495
1982-02-01,14.78,,94.7,-1.5536446424985861,7.613636363636367
1982-03-01,14.68,,94.7,-1.5536446424985861,6.884875846501148
1982-04-01,14.94,7328.912,95.0,-1.1045548855395215,6.621773288439958
1982-05-01,14.45,,95.9,0.45617712847594305,6.911928651059096
